Type d'établissement - Année scolaire;Libellé établissement;Adresse;Arrondissement;Code INSEE;Année scolaire;Type établissement;geo_shape;geo_point_2d
COLLEGES (année scolaire 2020/2021);MOULIN DES PRES;18 RUE DU MOULIN DES PRES;13ème Ardt;75113;2020-2021;Collège;"{""coordinates"": [2.3527133607661415, 48.82878642051567], ""type"": ""Point""}";48.82878642051567, 2.3527133607661415
COLLEGES (année scolaire 2020/2021);VALMY;199 QUAI DE VALMY;10ème Ardt;75110;2020-2021;Collège;"{""coordinates"": [2.368318407704825, 48.881623867084365], ""type"": ""Point""}";48.881623867084365, 2.368318407704825
COLLEGES (année scolaire 2020/2021);CLAUDE BERNARD;1 AVENUE DU PARC DES PRINCES;16ème Ardt;75116;2020-2021;Collège;"{""coordinates"": [2.2549423416320593, 48.84197468243493], ""type"": ""Point""}";48.84197468243493, 2.2549423416320593
COLLEGES (année scolaire 2021/2022);VALMY;199 QUAI DE VALMY;10ème Ardt;75110;2021-2022;Collège;"{""coordinates"": [2.368318407704825, 48.881623867084365], ""type"": ""Point""}";48.881623867084365, 2.368318407704825
COLLEGES (année scolaire 2021/2022);SUZANNE LACORE;BOULEVARD MAC DONALD;19ème Ardt;75119;2021-2022;Collège;"{""coordinates"": [2.3788765489694663, 48.898608723283154], ""type"": ""Point""}";48.898608723283154, 2.3788765489694663
COLLEGES (année scolaire 2021/2022);LUCIE ET RAYMOND AUBRAC;62 RUE DE LA FONTAINE AU ROI;11ème Ardt;75111;2021-2022;Collège;"{""coordinates"": [2.374321375328781, 48.86823413928675], ""type"": ""Point""}";48.86823413928675, 2.374321375328781
COLLEGES (année scolaire 2021/2022);JEAN-BAPTISTE CLEMENT;26 RUE HENRI CHEVREAU;20ème Ardt;75120;2021-2022;Collège;"{""coordinates"": [2.3893779158619775, 48.86995320747503], ""type"": ""Point""}";48.86995320747503, 2.3893779158619775
COLLEGES (année scolaire 2022/2023);MONTGOLFIER;15 RUE MONTGOLFIER;3ème Ardt;75103;2022-2023;Collège;"{""coordinates"": [2.3573979777840735, 48.86669135689307], ""type"": ""Point""}";48.86669135689307, 2.3573979777840735
COLLEGES (année scolaire 2022/2023);JACQUES DECOUR;12 AVENUE TRUDAINE;9ème Ardt;75109;2022-2023;Collège;"{""coordinates"": [2.3434236996737567, 48.8814862743419], ""type"": ""Point""}";48.8814862743419, 2.3434236996737567
COLLEGES (année scolaire 2022/2023);VICTOR DURUY;33 BOULEVARD DES INVALIDES;7ème Ardt;75107;2022-2023;Collège;"{""coordinates"": [2.3148479397647423, 48.85230001233898], ""type"": ""Point""}";48.85230001233898, 2.3148479397647423
COLLEGES (année scolaire 2023/2024);ALAIN FOURNIER;87 RUE LEON FROT;11ème Ardt;75111;2023-2024;Collège;"{""coordinates"": [2.3838537411265492, 48.85822327881152], ""type"": ""Point""}";48.85822327881152, 2.3838537411265492
COLLEGES (année scolaire 2023/2024);VICTOR HUGO;11 RUE BARBETTE;3ème Ardt;75103;2023-2024;Collège;"{""coordinates"": [2.360617651550141, 48.858841087259535], ""type"": ""Point""}";48.858841087259535, 2.360617651550141
COLLEGES (année scolaire 2023/2024);ANDRE MALRAUX;5 bis RUE SAINT-FERDINAND;17ème Ardt;75117;2023-2024;Collège;"{""coordinates"": [2.290514944291562, 48.87881043889032], ""type"": ""Point""}";48.87881043889032, 2.290514944291562
COLLEGES (année scolaire 2023/2024);ROGNONI;24 RUE DU CARDINAL LEMOINE;5ème Ardt;75105;2023-2024;Collège;"{""coordinates"": [2.3532818415788683, 48.84827305751572], ""type"": ""Point""}";48.84827305751572, 2.3532818415788683
COLLEGES (année scolaire 2023/2024);CHARLEMAGNE;13 RUE CHARLEMAGNE;4ème Ardt;75104;2023-2024;Collège;"{""coordinates"": [2.3603556466085682, 48.85415628971142], ""type"": ""Point""}";48.85415628971142, 2.3603556466085682
COLLEGES (année scolaire 2024/2025);OCTAVE GREARD;28 RUE DU GENERAL FOY;8ème Ardt;75108;2024-2025;Collège;"{""coordinates"": [2.3176935384015067, 48.87881482865127], ""type"": ""Point""}";48.87881482865127, 2.3176935384015067
COLLEGES (année scolaire 2024/2025);LA GRANGE AUX BELLES;158 QUAI DE JEMMAPES;10ème Ardt;75110;2024-2025;Collège;"{""coordinates"": [2.366634856571281, 48.87798501995133], ""type"": ""Point""}";48.87798501995133, 2.366634856571281
COLLEGES (année scolaire 2024/2025);BUFFON;16 BOULEVARD PASTEUR;15ème Ardt;75115;2024-2025;Collège;"{""coordinates"": [2.3117175756846695, 48.84345072823188], ""type"": ""Point""}";48.84345072823188, 2.3117175756846695
COLLEGES (année scolaire 2025/2026);RAYMOND QUENEAU;66 BOULEVARD SAINT-MARCEL;5ème Ardt;75105;2025-2026;Collège;"{""coordinates"": [2.3546739157184287, 48.83789635698398], ""type"": ""Point""}";48.83789635698398, 2.3546739157184287
COLLEGES (année scolaire 2025/2026);JEAN PERRIN;6 RUE EUGENE REISZ;20ème Ardt;75120;2025-2026;Collège;"{""coordinates"": [2.411192015083835, 48.85685261667771], ""type"": ""Point""}";48.85685261667771, 2.411192015083835
COLLEGES (année scolaire 2025/2026);GABRIEL FAURE;81 AVENUE DE CHOISY;13ème Ardt;75113;2025-2026;Collège;"{""coordinates"": [2.3614072621205247, 48.82404489633227], ""type"": ""Point""}";48.82404489633227, 2.3614072621205247
COLLEGES (année scolaire 2025/2026);ANDRE CITROEN;208 RUE SAINT-CHARLES;15ème Ardt;75115;2025-2026;Collège;"{""coordinates"": [2.2785902524445145, 48.838859569842995], ""type"": ""Point""}";48.838859569842995, 2.2785902524445145
COLLEGES (année scolaire 2025/2026);CAMILLE CLAUDEL;4 bis AVENUE DE CHOISY;13ème Ardt;75113;2025-2026;Collège;"{""coordinates"": [2.3648627277329224, 48.82064046139026], ""type"": ""Point""}";48.82064046139026, 2.3648627277329224
COLLEGES (année scolaire 2025/2026);JULES ROMAINS;6 RUE CLER;7ème Ardt;75107;2025-2026;Collège;"{""coordinates"": [2.3054337931400832, 48.85846458255922], ""type"": ""Point""}";48.85846458255922, 2.3054337931400832
COLLEGES (année scolaire 2025/2026);LAMARTINE;121 RUE DU FAUBOURG POISSONNIERE;9ème Ardt;75109;2025-2026;Collège;"{""coordinates"": [2.349089434845314, 48.87838139909923], ""type"": ""Point""}";48.87838139909923, 2.349089434845314
COLLEGES (année scolaire 2025/2026);VICTOR HUGO;11 RUE BARBETTE;3ème Ardt;75103;2025-2026;Collège;"{""coordinates"": [2.360617651550141, 48.858841087259535], ""type"": ""Point""}";48.858841087259535, 2.360617651550141
COLLEGES (année scolaire 2020/2021);CLAUDE DEBUSSY;4 PLACE DU COMMERCE;15ème Ardt;75115;2020-2021;Collège;"{""coordinates"": [2.2915976475106854, 48.84529147463902], ""type"": ""Point""}";48.84529147463902, 2.2915976475106854
COLLEGES (année scolaire 2020/2021);ALBERTO GIACOMETTI;7 RUE DU CANGE;14ème Ardt;75114;2020-2021;Collège;"{""coordinates"": [2.31497156179252, 48.83426455206892], ""type"": ""Point""}";48.83426455206892, 2.31497156179252
COLLEGES (année scolaire 2021/2022);LUCIE FAURE;40 RUE DES PYRENEES;20ème Ardt;75120;2021-2022;Collège;"{""coordinates"": [2.406501323731271, 48.85090897148368], ""type"": ""Point""}";48.85090897148368, 2.406501323731271
COLLEGES (année scolaire 2021/2022);PIERRE JEAN DE BERANGER;5 RUE BERANGER;3ème Ardt;75103;2021-2022;Collège;"{""coordinates"": [2.3642603834093108, 48.865016990354505], ""type"": ""Point""}";48.865016990354505, 2.3642603834093108
COLLEGES (année scolaire 2021/2022);BEAUMARCHAIS;124 RUE AMELOT;11ème Ardt;75111;2021-2022;Collège;"{""coordinates"": [2.3669059641720596, 48.864231545646064], ""type"": ""Point""}";48.864231545646064, 2.3669059641720596
COLLEGES (année scolaire 2021/2022);GEORGES MELIES;43 RUE DE TANGER;19ème Ardt;75119;2021-2022;Collège;"{""coordinates"": [2.3703616254082545, 48.88807096328259], ""type"": ""Point""}";48.88807096328259, 2.3703616254082545
COLLEGES (année scolaire 2021/2022);BORIS VIAN;76 BOULEVARD BERTHIER;17ème Ardt;75117;2021-2022;Collège;"{""coordinates"": [2.3044618079108674, 48.890576927502146], ""type"": ""Point""}";48.890576927502146, 2.3044618079108674
COLLEGES (année scolaire 2021/2022);ANNE FRANK;38 RUE TROUSSEAU;11ème Ardt;75111;2021-2022;Collège;"{""coordinates"": [2.379036766249539, 48.85192514675005], ""type"": ""Point""}";48.85192514675005, 2.379036766249539
COLLEGES (année scolaire 2021/2022);MAURICE UTRILLO;100 BOULEVARD NEY;18ème Ardt;75118;2021-2022;Collège;"{""coordinates"": [2.3447564327292643, 48.89820810689648], ""type"": ""Point""}";48.89820810689648, 2.3447564327292643
COLLEGES (année scolaire 2021/2022);COLETTE BESSON;9 RUE DES PANOYAUX;20ème Ardt;75120;2021-2022;Collège;"{""coordinates"": [2.3849235011315018, 48.86642227484253], ""type"": ""Point""}";48.86642227484253, 2.3849235011315018
COLLEGES (année scolaire 2021/2022);JEAN FRANCOIS OEBEN;23 RUE DE REUILLY;12ème Ardt;75112;2021-2022;Collège;"{""coordinates"": [2.386162996918993, 48.84830590580039], ""type"": ""Point""}";48.84830590580039, 2.386162996918993
COLLEGES (année scolaire 2022/2023);PIERRE MENDES FRANCE;24 RUE LE VAU;20ème Ardt;75120;2022-2023;Collège;"{""coordinates"": [2.411159984926502, 48.86805832906415], ""type"": ""Point""}";48.86805832906415, 2.411159984926502
COLLEGES (année scolaire 2022/2023);OCTAVE GREARD;28 RUE DU GENERAL FOY;8ème Ardt;75108;2022-2023;Collège;"{""coordinates"": [2.3176935384015067, 48.87881482865127], ""type"": ""Point""}";48.87881482865127, 2.3176935384015067
COLLEGES (année scolaire 2022/2023);FRANCOIS VILLON;10 AVENUE MARC SANGNIER;14ème Ardt;75114;2022-2023;Collège;"{""coordinates"": [2.305819984025646, 48.82622241072023], ""type"": ""Point""}";48.82622241072023, 2.305819984025646
COLLEGES (année scolaire 2022/2023);CLAUDE BERNARD;1 AVENUE DU PARC DES PRINCES;16ème Ardt;75116;2022-2023;Collège;"{""coordinates"": [2.2549423416320593, 48.84197468243493], ""type"": ""Point""}";48.84197468243493, 2.2549423416320593
COLLEGES (année scolaire 2022/2023);LUCIE ET RAYMOND AUBRAC;62 RUE DE LA FONTAINE AU ROI;11ème Ardt;75111;2022-2023;Collège;"{""coordinates"": [2.374321375328781, 48.86823413928675], ""type"": ""Point""}";48.86823413928675, 2.374321375328781
COLLEGES (année scolaire 2022/2023);THOMAS MANN;91 AVENUE DE FRANCE;13ème Ardt;75113;2022-2023;Collège;"{""coordinates"": [2.377938859129365, 48.82891771170081], ""type"": ""Point""}";48.82891771170081, 2.377938859129365
COLLEGES (année scolaire 2022/2023);MAURICE RAVEL;89 COURS DE VINCENNES;20ème Ardt;75120;2022-2023;Collège;"{""coordinates"": [2.4083375178390534, 48.84767113661859], ""type"": ""Point""}";48.84767113661859, 2.4083375178390534
COLLEGES (année scolaire 2022/2023);JEAN-BAPTISTE POQUELIN;6 RUE MOLIERE;1er Ardt;75101;2022-2023;Collège;"{""coordinates"": [2.335488361254741, 48.86465286301919], ""type"": ""Point""}";48.86465286301919, 2.335488361254741
COLLEGES (année scolaire 2023/2024);GUY FLAVIEN;6 RUE D' ARTAGNAN;12ème Ardt;75112;2023-2024;Collège;"{""coordinates"": [2.386137299021649, 48.845408021178045], ""type"": ""Point""}";48.845408021178045, 2.386137299021649
COLLEGES (année scolaire 2023/2024);FRANCOIS VILLON;10 AVENUE MARC SANGNIER;14ème Ardt;75114;2023-2024;Collège;"{""coordinates"": [2.305819984025646, 48.82622241072023], ""type"": ""Point""}";48.82622241072023, 2.305819984025646
COLLEGES (année scolaire 2023/2024);AMEDEO MODIGLIANI;1 RUE DE CHERBOURG;15ème Ardt;75115;2023-2024;Collège;"{""coordinates"": [2.3047394660611222, 48.83170273369949], ""type"": ""Point""}";48.83170273369949, 2.3047394660611222
COLLEGES (année scolaire 2023/2024);CHAPTAL;45 BOULEVARD DES BATIGNOLLES;8ème Ardt;75108;2023-2024;Collège;"{""coordinates"": [2.319687602583127, 48.88173758353143], ""type"": ""Point""}";48.88173758353143, 2.319687602583127
COLLEGES (année scolaire 2023/2024);ROBERT DOISNEAU;51 RUE DES PANOYAUX;20ème Ardt;75120;2023-2024;Collège;"{""coordinates"": [2.387974290425766, 48.86707415481146], ""type"": ""Point""}";48.86707415481146, 2.387974290425766
COLLEGES (année scolaire 2023/2024);BERNARD PALISSY;21 RUE DES PETITS HOTELS;10ème Ardt;75110;2023-2024;Collège;"{""coordinates"": [2.35285899572182, 48.87746346177602], ""type"": ""Point""}";48.87746346177602, 2.35285899572182
COLLEGES (année scolaire 2024/2025);HELENE BOUCHER;75 COURS DE VINCENNES;20ème Ardt;75120;2024-2025;Collège;"{""coordinates"": [2.4069675330447433, 48.84781843548246], ""type"": ""Point""}";48.84781843548246, 2.4069675330447433
COLLEGES (année scolaire 2024/2025);MAURICE RAVEL;89 COURS DE VINCENNES;20ème Ardt;75120;2024-2025;Collège;"{""coordinates"": [2.4083375178390534, 48.84767113661859], ""type"": ""Point""}";48.84767113661859, 2.4083375178390534
COLLEGES (année scolaire 2024/2025);BORIS VIAN;76 BOULEVARD BERTHIER;17ème Ardt;75117;2024-2025;Collège;"{""coordinates"": [2.3044618079108674, 48.890576927502146], ""type"": ""Point""}";48.890576927502146, 2.3044618079108674
COLLEGES (année scolaire 2024/2025);HENRI IV;23 RUE CLOVIS;5ème Ardt;75105;2024-2025;Collège;"{""coordinates"": [2.347383672470346, 48.846358092872286], ""type"": ""Point""}";48.846358092872286, 2.347383672470346
COLLEGES (année scolaire 2024/2025);MARX DORMOY;55 RUE MARX DORMOY;18ème Ardt;75118;2024-2025;Collège;"{""coordinates"": [2.359697412102091, 48.888496875091114], ""type"": ""Point""}";48.888496875091114, 2.359697412102091
COLLEGES (année scolaire 2024/2025);VALMY;199 QUAI DE VALMY;10ème Ardt;75110;2024-2025;Collège;"{""coordinates"": [2.368318407704825, 48.881623867084365], ""type"": ""Point""}";48.881623867084365, 2.368318407704825
COLLEGES (année scolaire 2024/2025);CLAUDE DEBUSSY;4 PLACE DU COMMERCE;15ème Ardt;75115;2024-2025;Collège;"{""coordinates"": [2.2915976475106854, 48.84529147463902], ""type"": ""Point""}";48.84529147463902, 2.2915976475106854
COLLEGES (année scolaire 2024/2025);VOLTAIRE;101 AVENUE DE LA REPUBLIQUE;11ème Ardt;75111;2024-2025;Collège;"{""coordinates"": [2.3845254514835212, 48.86352557226195], ""type"": ""Point""}";48.86352557226195, 2.3845254514835212
COLLEGES (année scolaire 2025/2026);PIERRE ALVISET;88 RUE MONGE;5ème Ardt;75105;2025-2026;Collège;"{""coordinates"": [2.3517836000159376, 48.84129470031784], ""type"": ""Point""}";48.84129470031784, 2.3517836000159376
COLLEGES (année scolaire 2025/2026);VICTOR DURUY;33 BOULEVARD DES INVALIDES;7ème Ardt;75107;2025-2026;Collège;"{""coordinates"": [2.3148479397647423, 48.85230001233898], ""type"": ""Point""}";48.85230001233898, 2.3148479397647423
COLLEGES (année scolaire 2025/2026);GEORGES BRAQUE;91 RUE BRILLAT-SAVARIN;13ème Ardt;75113;2025-2026;Collège;"{""coordinates"": [2.3428861827644454, 48.82458829124478], ""type"": ""Point""}";48.82458829124478, 2.3428861827644454
COLLEGES (année scolaire 2025/2026);GERARD PHILIPE;8 RUE DES AMIRAUX;18ème Ardt;75118;2025-2026;Collège;"{""coordinates"": [2.351945405253571, 48.89445882794094], ""type"": ""Point""}";48.89445882794094, 2.351945405253571
COLLEGES (année scolaire 2020/2021);JEAN MOULIN;75 RUE D' ALESIA;14ème Ardt;75114;2020-2021;Collège;"{""coordinates"": [2.3283199536449017, 48.827730325591624], ""type"": ""Point""}";48.827730325591624, 2.3283199536449017
COLLEGES (année scolaire 2020/2021);ALAIN FOURNIER;87 RUE LEON FROT;11ème Ardt;75111;2020-2021;Collège;"{""coordinates"": [2.3838537411265492, 48.85822327881152], ""type"": ""Point""}";48.85822327881152, 2.3838537411265492
COLLEGES (année scolaire 2020/2021);GUILLAUME BUDE;7 RUE JEAN QUARRE;19ème Ardt;75119;2020-2021;Collège;"{""coordinates"": [2.3962860153598617, 48.87683379506429], ""type"": ""Point""}";48.87683379506429, 2.3962860153598617
COLLEGES (année scolaire 2020/2021);SUZANNE LACORE;BOULEVARD MAC DONALD;19ème Ardt;75119;2020-2021;Collège;"{""coordinates"": [2.3788765489694663, 48.898608723283154], ""type"": ""Point""}";48.898608723283154, 2.3788765489694663
COLLEGES (année scolaire 2020/2021);MAURICE RAVEL;89 COURS DE VINCENNES;20ème Ardt;75120;2020-2021;Collège;"{""coordinates"": [2.4083375178390534, 48.84767113661859], ""type"": ""Point""}";48.84767113661859, 2.4083375178390534
COLLEGES (année scolaire 2020/2021);JEAN-BAPTISTE CLEMENT;26 RUE HENRI CHEVREAU;20ème Ardt;75120;2020-2021;Collège;"{""coordinates"": [2.3893779158619775, 48.86995320747503], ""type"": ""Point""}";48.86995320747503, 2.3893779158619775
COLLEGES (année scolaire 2020/2021);CLAUDE MONET;1 RUE DU DOCTEUR MAGNAN;13ème Ardt;75113;2020-2021;Collège;"{""coordinates"": [2.3623243534171525, 48.827434468723496], ""type"": ""Point""}";48.827434468723496, 2.3623243534171525
COLLEGES (année scolaire 2021/2022);CONDORCET;61 RUE D' AMSTERDAM;8ème Ardt;75108;2021-2022;Collège;"{""coordinates"": [2.32697162874192, 48.88097843520577], ""type"": ""Point""}";48.88097843520577, 2.32697162874192
COLLEGES (année scolaire 2021/2022);EDOUARD PAILLERON;35 RUE EDOUARD PAILLERON;19ème Ardt;75119;2021-2022;Collège;"{""coordinates"": [2.3789595976766833, 48.881293191571345], ""type"": ""Point""}";48.881293191571345, 2.3789595976766833
COLLEGES (année scolaire 2021/2022);FRANCOIS COUPERIN;2 ALLEE DES JUSTES DE FRANCE;4ème Ardt;75104;2021-2022;Collège;"{""coordinates"": [2.356278388990961, 48.85505968002608], ""type"": ""Point""}";48.85505968002608, 2.356278388990961
COLLEGES (année scolaire 2022/2023);AIME CESAIRE;22 RUE PAJOL;18ème Ardt;75118;2022-2023;Collège;"{""coordinates"": [2.363067598532842, 48.8895947927362], ""type"": ""Point""}";48.8895947927362, 2.363067598532842
COLLEGES (année scolaire 2022/2023);GUY FLAVIEN;6 RUE D' ARTAGNAN;12ème Ardt;75112;2022-2023;Collège;"{""coordinates"": [2.386137299021649, 48.845408021178045], ""type"": ""Point""}";48.845408021178045, 2.386137299021649
COLLEGES (année scolaire 2022/2023);HENRI MATISSE;3 RUE VITRUVE;20ème Ardt;75120;2022-2023;Collège;"{""coordinates"": [2.401975118872313, 48.85645682794513], ""type"": ""Point""}";48.85645682794513, 2.401975118872313
COLLEGES (année scolaire 2022/2023);GUILLAUME APOLLINAIRE;39 AVENUE EMILE ZOLA;15ème Ardt;75115;2022-2023;Collège;"{""coordinates"": [2.282679643541085, 48.8465711128111], ""type"": ""Point""}";48.8465711128111, 2.282679643541085
COLLEGES (année scolaire 2022/2023);GUILLAUME BUDE;7 RUE JEAN QUARRE;19ème Ardt;75119;2022-2023;Collège;"{""coordinates"": [2.3962860153598617, 48.87683379506429], ""type"": ""Point""}";48.87683379506429, 2.3962860153598617
COLLEGES (année scolaire 2022/2023);JEAN DE LA FONTAINE;1 PLACE DE LA PORTE MOLITOR;16ème Ardt;75116;2022-2023;Collège;"{""coordinates"": [2.2565776954864436, 48.845190601685545], ""type"": ""Point""}";48.845190601685545, 2.2565776954864436
COLLEGES (année scolaire 2022/2023);FRANCOIS COUPERIN;2 ALLEE DES JUSTES DE FRANCE;4ème Ardt;75104;2022-2023;Collège;"{""coordinates"": [2.356278388990961, 48.85505968002608], ""type"": ""Point""}";48.85505968002608, 2.356278388990961
COLLEGES (année scolaire 2022/2023);LAMARTINE;121 RUE DU FAUBOURG POISSONNIERE;9ème Ardt;75109;2022-2023;Collège;"{""coordinates"": [2.349089434845314, 48.87838139909923], ""type"": ""Point""}";48.87838139909923, 2.349089434845314
COLLEGES (année scolaire 2023/2024);GEORGES CLEMENCEAU;43 RUE DES POISSONNIERS;18ème Ardt;75118;2023-2024;Collège;"{""coordinates"": [2.3515397719869475, 48.88906745779489], ""type"": ""Point""}";48.88906745779489, 2.3515397719869475
COLLEGES (année scolaire 2023/2024);AUGUSTE RODIN;19 RUE CORVISART;13ème Ardt;75113;2023-2024;Collège;"{""coordinates"": [2.347148574677879, 48.83256966693821], ""type"": ""Point""}";48.83256966693821, 2.347148574677879
COLLEGES (année scolaire 2023/2024);ELSA TRIOLET;9 RUE YEO THOMAS;13ème Ardt;75113;2023-2024;Collège;"{""coordinates"": [2.3625004439080515, 48.83141317840951], ""type"": ""Point""}";48.83141317840951, 2.3625004439080515
COLLEGES (année scolaire 2023/2024);GEORGES DUHAMEL;13 RUE DES VOLONTAIRES;15ème Ardt;75115;2023-2024;Collège;"{""coordinates"": [2.30723382524095, 48.84264715695299], ""type"": ""Point""}";48.84264715695299, 2.30723382524095
COLLEGES (année scolaire 2023/2024);LAVOISIER;17 RUE HENRI BARBUSSE;5ème Ardt;75105;2023-2024;Collège;"{""coordinates"": [2.3392948014490216, 48.842354560857245], ""type"": ""Point""}";48.842354560857245, 2.3392948014490216
COLLEGES (année scolaire 2023/2024);MARIE CURIE;23 RUE BOINOD;18ème Ardt;75118;2023-2024;Collège;"{""coordinates"": [2.3507358446303632, 48.89334018854464], ""type"": ""Point""}";48.89334018854464, 2.3507358446303632
COLLEGES (année scolaire 2023/2024);LOUISE MICHEL;11 RUE JEAN POULMARCH;10ème Ardt;75110;2023-2024;Collège;"{""coordinates"": [2.3636082456277463, 48.872309051411165], ""type"": ""Point""}";48.872309051411165, 2.3636082456277463
COLLEGES (année scolaire 2023/2024);JULES ROMAINS;6 RUE CLER;7ème Ardt;75107;2023-2024;Collège;"{""coordinates"": [2.3054337931400832, 48.85846458255922], ""type"": ""Point""}";48.85846458255922, 2.3054337931400832
COLLEGES (année scolaire 2024/2025);JEAN FRANCOIS OEBEN;23 RUE DE REUILLY;12ème Ardt;75112;2024-2025;Collège;"{""coordinates"": [2.386162996918993, 48.84830590580039], ""type"": ""Point""}";48.84830590580039, 2.386162996918993
COLLEGES (année scolaire 2024/2025);GERMAINE TILLION;8 AVENUE VINCENT D'INDY;12ème Ardt;75112;2024-2025;Collège;"{""coordinates"": [2.4117076060119294, 48.84313628382938], ""type"": ""Point""}";48.84313628382938, 2.4117076060119294
COLLEGES (année scolaire 2024/2025);GEORGES BRASSENS;4 RUE ERIK SATIE;19ème Ardt;75119;2024-2025;Collège;"{""coordinates"": [2.3863943215388685, 48.88433022802427], ""type"": ""Point""}";48.88433022802427, 2.3863943215388685
COLLEGES (année scolaire 2024/2025);MARIE CURIE;23 RUE BOINOD;18ème Ardt;75118;2024-2025;Collège;"{""coordinates"": [2.3507358446303632, 48.89334018854464], ""type"": ""Point""}";48.89334018854464, 2.3507358446303632
COLLEGES (année scolaire 2024/2025);GEORGES ROUAULT;3 RUE DU NOYER-DURAND;19ème Ardt;75119;2024-2025;Collège;"{""coordinates"": [2.3990770619653667, 48.88660919266352], ""type"": ""Point""}";48.88660919266352, 2.3990770619653667
COLLEGES (année scolaire 2024/2025);JULES FERRY;77 bis BOULEVARD DE CLICHY;9ème Ardt;75109;2024-2025;Collège;"{""coordinates"": [2.3291456039155314, 48.8843501739233], ""type"": ""Point""}";48.8843501739233, 2.3291456039155314
COLLEGES (année scolaire 2024/2025);JULES ROMAINS;6 RUE CLER;7ème Ardt;75107;2024-2025;Collège;"{""coordinates"": [2.3054337931400832, 48.85846458255922], ""type"": ""Point""}";48.85846458255922, 2.3054337931400832
COLLEGES (année scolaire 2024/2025);JEAN-BAPTISTE POQUELIN;6 RUE MOLIERE;1er Ardt;75101;2024-2025;Collège;"{""coordinates"": [2.335488361254741, 48.86465286301919], ""type"": ""Point""}";48.86465286301919, 2.335488361254741
COLLEGES (année scolaire 2024/2025);GEORGE SAND;159 RUE DE TOLBIAC;13ème Ardt;75113;2024-2025;Collège;"{""coordinates"": [2.3558852290755237, 48.82601379702334], ""type"": ""Point""}";48.82601379702334, 2.3558852290755237
COLLEGES (année scolaire 2024/2025);ROGNONI;24 RUE DU CARDINAL LEMOINE;5ème Ardt;75105;2024-2025;Collège;"{""coordinates"": [2.3532818415788683, 48.84827305751572], ""type"": ""Point""}";48.84827305751572, 2.3532818415788683
COLLEGES (année scolaire 2024/2025);JEAN MOULIN;75 RUE D' ALESIA;14ème Ardt;75114;2024-2025;Collège;"{""coordinates"": [2.3283199536449017, 48.827730325591624], ""type"": ""Point""}";48.827730325591624, 2.3283199536449017
COLLEGES (année scolaire 2024/2025);GEORGES MELIES;43 RUE DE TANGER;19ème Ardt;75119;2024-2025;Collège;"{""coordinates"": [2.3703616254082545, 48.88807096328259], ""type"": ""Point""}";48.88807096328259, 2.3703616254082545
COLLEGES (année scolaire 2025/2026);CLAUDE CHAPPE;9 RUE DES ALOUETTES;19ème Ardt;75119;2025-2026;Collège;"{""coordinates"": [2.385349731136482, 48.877493391773086], ""type"": ""Point""}";48.877493391773086, 2.385349731136482
COLLEGES (année scolaire 2025/2026);MARX DORMOY;55 RUE MARX DORMOY;18ème Ardt;75118;2025-2026;Collège;"{""coordinates"": [2.359697412102091, 48.888496875091114], ""type"": ""Point""}";48.888496875091114, 2.359697412102091
COLLEGES (année scolaire 2025/2026);AMEDEO MODIGLIANI;1 RUE DE CHERBOURG;15ème Ardt;75115;2025-2026;Collège;"{""coordinates"": [2.3047394660611222, 48.83170273369949], ""type"": ""Point""}";48.83170273369949, 2.3047394660611222
COLLEGES (année scolaire 2025/2026);AIME CESAIRE;22 RUE PAJOL;18ème Ardt;75118;2025-2026;Collège;"{""coordinates"": [2.3618099928250684, 48.88762931994629], ""type"": ""Point""}";48.88762931994629, 2.3618099928250684
COLLEGES (année scolaire 2025/2026);SONIA DELAUNAY;14 RUE EURYALE DEHAYNIN;19ème Ardt;75119;2025-2026;Collège;"{""coordinates"": [2.3781287412764107, 48.88593429740651], ""type"": ""Point""}";48.88593429740651, 2.3781287412764107
COLLEGES (année scolaire 2025/2026);HONORE DE BALZAC;118 BOULEVARD BESSIERES;17ème Ardt;75117;2025-2026;Collège;"{""coordinates"": [2.3154768243409674, 48.89553072920293], ""type"": ""Point""}";48.89553072920293, 2.3154768243409674
COLLEGES (année scolaire 2020/2021);GEORGES DUHAMEL;13 RUE DES VOLONTAIRES;15ème Ardt;75115;2020-2021;Collège;"{""coordinates"": [2.30723382524095, 48.84264715695299], ""type"": ""Point""}";48.84264715695299, 2.30723382524095
COLLEGES (année scolaire 2020/2021);HONORE DE BALZAC;118 BOULEVARD BESSIERES;17ème Ardt;75117;2020-2021;Collège;"{""coordinates"": [2.3154768243409674, 48.89553072920293], ""type"": ""Point""}";48.89553072920293, 2.3154768243409674
COLLEGES (année scolaire 2020/2021);SONIA DELAUNAY;14 RUE EURYALE DEHAYNIN;19ème Ardt;75119;2020-2021;Collège;"{""coordinates"": [2.3781287412764107, 48.88593429740651], ""type"": ""Point""}";48.88593429740651, 2.3781287412764107
COLLEGES (année scolaire 2020/2021);GEORGES ROUAULT;3 RUE DU NOYER-DURAND;19ème Ardt;75119;2020-2021;Collège;"{""coordinates"": [2.3990770619653667, 48.88660919266352], ""type"": ""Point""}";48.88660919266352, 2.3990770619653667
COLLEGES (année scolaire 2020/2021);BERNARD PALISSY;21 RUE DES PETITS HOTELS;10ème Ardt;75110;2020-2021;Collège;"{""coordinates"": [2.35285899572182, 48.87746346177602], ""type"": ""Point""}";48.87746346177602, 2.35285899572182
